Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,External IP
36325,2144,60585,2549,53,17,443,1204367,2,2,106.0,185.0,53.0,53.0,53.0,0.0,116.0,69.0,92.5,33.23401872,241,3,401455.6667,463377.1287,936517.0,133300.0,1069817.0,1069817.0,0.0,1069817.0,1069817.0,1071067.0,1071067.0,0.0,1071067.0,1071067.0,0,0,0,0,40,40,1.660623381,1.660623381,53.0,116.0,68.8,27.28002933,744.2,0,0,0,0,0,0,0,0,1.0,86.0,53.0,92.5,0,0,0,0,0,0,2,106,2,185,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
92170,1341,50616,1920,8080,6,93,1000116,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17,5,200023.2,273180.7044,499671.0,426.0,999470.0,499735.0,601.040764,500160.0,499310.0,999690.0,499845.0,667.5088014,500317.0,499373.0,0,0,0,0,92,60,2.99965204,2.99965204,0.0,6.0,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1.0,3.0,0.0,6.0,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,0.0
12207,1495,52426,2560,21,6,449,4,2,0,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,3500000,500000,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,500000.0,0.0,0.0,14.0,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0.0,14.0,7.0,0.0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
11627,1495,51458,2560,22,6,302,46,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43478,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,21739.13043,21739.13043,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
13685,1495,55400,2560,21,6,472,244,2,1,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,57377,12295,122.0,57.98275606,163.0,81.0,244.0,244.0,0.0,244.0,244.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8196.721311,4098.360656,0.0,14.0,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0.0,9.333333333,7.0,0.0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
36604,2144,60864,2549,53,17,45,23257,1,1,55.0,118.0,55.0,55.0,55.0,0.0,118.0,118.0,118.0,0.0,7438,85,23257.0,0.0,23257.0,23257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,42.99780711,42.99780711,55.0,118.0,76.0,36.37306696,1323.0,0,0,0,0,0,0,0,0,1.0,114.0,55.0,118.0,0,0,0,0,0,0,1,55,1,118,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
12227,1495,52466,2560,21,6,450,39,2,0,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,358974,51282,39.0,0.0,39.0,39.0,39.0,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,51282.05128,0.0,0.0,14.0,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0.0,14.0,7.0,0.0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
19786,1541,41110,2610,80,6,77,9514353,7,4,1395.0,3525.0,465.0,0.0,199.2857143,248.552955,3525.0,0.0,881.25,1762.5,517,1,951435.3,1911720.034,4999219.0,73.0,4515134.0,752522.3333,1646919.908,4108183.0,250.0,9514280.0,3171426.667,2435692.634,5000385.0,406601.0,0,0,0,0,232,136,0.735730533,0.420417447,0.0,3525.0,410.0,1002.592095,1005190.909,0,0,0,1,0,0,0,0,0.0,447.2727273,199.2857143,881.25,0,0,0,0,0,0,7,1395,4,3525,29200,235,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,0.0
23600,1541,48738,2610,80,6,50,99401696,9,6,342.0,11595.0,342.0,0.0,38.0,114.0,7240.0,0.0,1932.5,2845.835677,120,0,7100121.143,26600000.0,99400000.0,1.0,99400000.0,12400000.0,35100000.0,99400000.0,1.0,10366.0,2073.2,4365.064742,9881.0,50.0,0,0,0,0,296,200,0.090541715,0.060361143,0.0,7240.0,746.0625,1899.341236,3607497.129,0,0,0,0,1,0,0,0,0.0,795.8,38.0,1932.5,0,0,0,0,0,0,9,342,6,11595,251,235,1,32,2976.0,0.0,2976.0,2976.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk,0.0
16142,1541,33822,2610,80,6,15,63085570,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10500000.0,11900000.0,32000000.0,997678.0,63100000.0,10500000.0,11900000.0,32000000.0,997678.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110960399,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7005442.0,0.0,7005442.0,7005442.0,18700000.0,12200000.0,32000000.0,8016150.0,DoS Slowhttptest,0.0
77958,116,443,2748,60409,6,366,113,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,106194,17699,113.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,8849.557522123894,8849.557522123894,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,32,32850,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
18566,1541,38670,2610,80,6,73,11076764,5,4,377.0,3525.0,377.0,0.0,75.4,168.5995255,3525.0,0.0,881.25,1762.5,352,0,1384595.5,2578965.615,6070797.0,43.0,6072795.0,1518198.75,3035685.504,6071727.0,234.0,11100000.0,3692240.333,3240936.328,6070797.0,859.0,0,0,0,0,168,136,0.451395371,0.361116297,0.0,3525.0,390.2,1107.810333,1227243.733,0,0,0,1,0,0,0,0,0.0,433.5555556,75.4,881.25,0,0,0,0,0,0,5,377,4,3525,29200,235,1,32,902.0,0.0,902.0,902.0,6070797.0,0.0,6070797.0,6070797.0,DoS GoldenEye,0.0
32449,426,51223,867,80,6,36,161930,3,5,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,7300.0,0.0,2320.2,3022.508098,71802,49,23132.85714,49995.54975,134329.0,41.0,26800.0,13400.0,18509.2271,26488.0,312.0,161871.0,40467.75,63800.10278,134329.0,193.0,0,0,0,0,72,112,18.52652381,30.87753968,0.0,7300.0,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1.0,1453.375,8.666666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS,0.0
177143,1546,1260,2293,444,6,153,117923038,45,40,15754.0,240.0,1460.0,6.0,350.0888889,505.5940171,6.0,6.0,6.0,0.0,135,0,1403845.69,10300000.0,92800000.0,1.0,118000000.0,2680057.409,14200000.0,92800000.0,1.0,118000000.0,3023659.462,15100000.0,92800000.0,1.0,1,0,0,0,900,800,0.381604823,0.339204287,6.0,1460.0,186.3953488,402.603769,162089.7948,0,1,0,0,1,0,0,0,0.0,188.5882353,350.0888889,6.0,0,0,0,0,0,0,45,15754,40,240,255,1452,44,20,2982953.5,2987574.941,5095488.0,870419.0,55700000.0,52500000.0,92800000.0,18600000.0,Infiltration,0.0
42643,426,61417,867,80,6,42,98162769,8,5,56.0,11607.0,20.0,0.0,7.0,5.656854249,7215.0,0.0,2321.4,3327.769794,118,0,8180230.75,27600000.0,95800000.0,1.0,97800000.0,14000000.0,36100000.0,95800000.0,1.0,369733.0,92433.25,184000.374,368433.0,65.0,0,0,0,0,172,112,0.081497294,0.050935808,0.0,7215.0,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0.0,897.6153846,7.0,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2007948.0,0.0,2007948.0,2007948.0,95800000.0,0.0,95800000.0,95800000.0,DDoS,0.0
13445,1495,54910,2560,21,6,468,8799302,9,15,118.0,188.0,27.0,0.0,13.11111111,11.01640191,34.0,0.0,12.53333333,14.54975045,34,2,382578.3478,970444.7104,3012601.0,3.0,5744150.0,718018.75,1273071.832,2910035.0,17.0,8799239.0,628517.0714,1194704.802,3012601.0,3.0,0,0,0,0,296,488,1.0228084,1.704680667,0.0,34.0,12.24,13.05845831,170.5233333,0,0,0,1,0,0,0,0,1.0,12.75,13.11111111,12.53333333,0,0,0,0,0,0,9,118,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
9146,1495,46460,2560,22,6,250,129,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15503,129.0,0.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,7751.937984,7751.937984,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
14390,1495,56814,2560,21,6,482,9176394,9,15,106.0,188.0,26.0,0.0,11.77777778,9.601793814,34.0,0.0,12.53333333,14.54975045,32,2,398973.6522,1041715.328,3348653.0,4.0,6042959.0,755369.875,1411154.243,3392788.0,15.0,9176269.0,655447.7857,1286631.9,3348653.0,4.0,0,0,0,0,296,488,0.980777416,1.634629027,0.0,34.0,11.76,12.66320128,160.3566667,0,0,0,1,0,0,0,0,1.0,12.25,11.77777778,12.53333333,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
9387,1495,46944,2560,22,6,255,13658531,21,32,2008.0,2745.0,640.0,0.0,95.61904762,140.0451628,976.0,0.0,85.78125,220.240592,347,3,262664.0577,714217.3525,2796182.0,38.0,11600000.0,579029.45,1032164.223,2864763.0,585.0,13700000.0,440593.3871,886717.6599,2796182.0,38.0,0,0,0,0,680,1032,1.537500629,2.342858101,0.0,976.0,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1.0,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
20558,1541,42654,2610,80,6,78,5005733,7,7,426.0,11632.0,426.0,0.0,60.85714286,161.0128655,5792.0,0.0,1661.714286,2421.691813,2408,2,385056.3846,1386605.372,4999957.0,1.0,5776.0,962.6666667,1492.29309,3065.0,1.0,5005695.0,834282.5,2041929.943,5002354.0,46.0,0,0,0,0,232,232,1.398396598,1.398396598,0.0,5792.0,803.8666667,1792.943703,3214647.124,0,0,0,1,0,0,0,0,1.0,861.2857143,60.85714286,1661.714286,0,0,0,0,0,0,7,426,7,11632,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,0.0
146729,2202,60910,2608,53,17,271,192,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,1104166,20833,64.0,104.7902667,185.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,10416.66667,10416.66667,45.0,61.0,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
38777,2209,61029,1946,443,6,351,102170,8,5,525.0,3733.0,205.0,0.0,65.625,80.19073245,1430.0,0.0,746.6,716.6706356,41675,127,8514.166667,14215.68069,36950.0,3.0,102170.0,14595.71429,17130.90684,38868.0,3.0,39083.0,9770.75,18180.05358,37015.0,49.0,0,0,0,0,172,112,78.3008711,48.93804444,0.0,1430.0,304.1428571,528.1281688,278919.3626,0,0,0,1,0,0,0,0,0.0,327.5384615,65.625,746.6,0,0,0,0,0,0,8,525,5,3733,8192,343,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
43396,426,62170,867,80,6,32,81880593,8,6,56.0,11607.0,20.0,0.0,7.0,5.656854249,5840.0,0.0,1934.5,2538.919278,142,0,6298507.154,22200000.0,80100000.0,3.0,81200000.0,11600000.0,30200000.0,80100000.0,91.0,703351.0,140670.2,313996.5973,702364.0,3.0,0,0,0,0,172,132,0.097703249,0.073277437,0.0,5840.0,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0.0,833.5,7.0,1934.5,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1069474.0,0.0,1069474.0,1069474.0,80100000.0,0.0,80100000.0,80100000.0,DDoS,0.0
82441,1344,61207,1593,53,17,217,165,2,2,162.0,258.0,81.0,81.0,81.0,0.0,129.0,129.0,129.0,0.0,2545454,24242,55.0,89.20201791,158.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,12121.21212,12121.21212,81.0,129.0,100.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1.0,125.25,81.0,129.0,0,0,0,0,0,0,2,162,2,258,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
92324,1341,53901,1920,8080,6,51,70108,4,3,208.0,134.0,196.0,0.0,52.0,96.04165763,128.0,0.0,44.66666667,72.23111056,4878,99,11684.66667,27612.48612,68045.0,35.0,70108.0,23369.33333,39826.21971,69355.0,35.0,68658.0,34329.0,47681.62447,68045.0,613.0,0,0,0,0,92,72,57.05482969,42.79112227,0.0,196.0,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0.0,48.85714286,52.0,44.66666667,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,0.0
